timestep,a_x,a_y,a_z,a_mag,g_x,g_y,g_z,g_mag
754,-4362,506,6800,8094.632789694663,38,-6,-36,52.68775948927797
755,-4364,506,6796,8092.35120345132,39,-23,-45,63.83572667401854
756,-4280,578,6732,7998.269062741013,28,-7,-56,63.0
757,-4336,506,6850,8122.772433104352,27,-3,-62,67.6904720030818
758,-4350,432,6816,8097.344008994554,42,4,-61,74.16872656315464
759,-4396,474,6774,8089.287236833663,36,-8,-57,67.88961628997471
760,-4364,484,6726,8032.299048217764,22,-40,-53,69.94998213009065
761,-4370,488,6772,8074.343812347849,24,-86,-49,101.84792585025973
762,-4416,504,6692,8033.550647129823,20,-135,-52,146.0445137620719
763,-4408,556,6748,8079.300959860328,25,-178,-47,185.79020426276517
764,-4350,524,6768,8062.4375966577245,50,-247,-53,257.5228145232962
765,-4322,492,6752,8031.889690477578,46,-258,-59,268.6279955626368
766,-4300,474,6748,8015.620999024342,72,-294,-32,304.3747689937522
767,-4318,388,6814,8076.277855547071,70,-294,-25,303.2507213511618
768,-4234,566,6902,8116.940063841792,81,-274,3,285.73764190249767
769,-4136,472,6934,8087.622394746184,90,-247,-1,262.88780877020525
770,-4218,528,6712,7944.888419606659,68,-183,-22,196.46119209655632
771,-4264,468,6960,8175.715259229617,100,-181,-5,206.8477701112584
772,-4272,444,6788,8032.687221596519,54,-129,-7,140.02142693173784
773,-4274,476,6866,8101.580586527545,61,-118,10,133.21035995747476
774,-4230,528,6886,8098.683843687195,79,-125,26,150.1399347275734
775,-4238,494,6864,8082.0279633270275,73,-127,28,149.13752042997098
776,-4100,580,6888,8036.849133833482,73,-122,19,143.43639705458304
777,-4170,576,6898,8081.032112298528,82,-115,4,141.2975583653164
778,-4200,556,6916,8110.498874915155,85,-110,14,139.71757226634023
779,-4220,544,6844,8058.825720909965,99,-108,19,147.7362514753911
780,-4176,530,6898,8080.982613519225,100,-107,29,149.2983589996889
781,-4156,574,6920,8092.478730277887,79,-118,20,143.40502083260543
782,-4094,590,6890,8036.232699468079,77,-80,1,111.04053313993047
783,-4156,520,6932,8099.096245878301,80,-65,-4,103.15522284402279
784,-4208,530,6880,8082.23756146774,84,-66,0,106.82696288858914
785,-4158,538,6924,8094.453903754102,79,-68,9,104.62313319720451
786,-4120,600,6942,8094.798576864035,91,-51,9,104.70434565957613
787,-4104,586,6892,8042.753011251805,86,-38,-1,94.02659198333204
788,-4156,520,6876,8051.218044494883,77,-35,-12,85.42833253669417
789,-4146,542,6934,8097.12516884851,60,-31,-22,71.02816342831905
790,-4148,558,6904,8073.566993590875,61,-36,-19,73.33484846919643
791,-4110,538,6886,8037.321693201037,57,-33,-32,73.22567855609124
792,-4146,552,6914,8080.681654415052,53,-35,-33,71.57513534740956
793,-4146,574,6852,8029.240063667294,62,-31,-17,71.37226352022192
794,-4152,582,6920,8090.9967247552395,55,-22,-25,64.29618962271404
795,-4118,616,6940,8093.267572495055,65,-29,-20,73.93240155709809
796,-4142,588,6896,8065.7748542839945,68,-17,-43,82.23138087129513
797,-4106,528,6820,7978.121332744948,60,-24,-29,70.83078426785913
798,-4154,586,6890,8066.672920107769,66,-14,-36,76.47221717722064
799,-4160,606,6934,8108.8341948765965,73,-15,-35,82.33468284993876
800,-4172,580,6898,8082.35040071884,74,-10,-31,80.85171612278863
801,-4154,626,6844,8030.437597042891,69,0,-43,81.30190649671138
802,-4162,612,6888,8071.018027485752,58,-12,-47,75.61084578286372
803,-4150,584,6856,8035.439751500849,63,-14,-50,81.63945124754329
804,-4192,520,6916,8103.969397770453,50,-31,-56,81.22191822408529
805,-4174,576,6916,8098.463311023888,56,-42,-46,83.7615663654877
806,-4144,594,6952,8115.163337850941,51,-58,-48,90.93404203047392
807,-4148,596,6916,8086.542895452913,52,-56,-48,90.24411338142781
808,-4100,612,6910,8058.0794237833115,55,-51,-51,90.70281142279991
809,-4084,540,6980,8105.001912399528,48,-14,-52,72.13875518748573
810,-4130,572,7010,8156.2358965395315,45,3,-38,58.974570791146924
811,-4116,552,6894,8048.192095122979,45,25,-41,65.81033353509159
812,-4102,588,6904,8052.165174659546,56,27,-33,70.38465741907109
813,-4116,614,6902,8059.53199633825,45,46,-45,78.52388171760231
814,-4136,608,6912,8077.865064483313,51,47,-43,81.60269603389341
815,-4140,618,6952,8114.913924374059,52,52,-43,85.18802732778826
816,-4136,584,6844,8017.972811128759,45,67,-44,91.9238815542512
817,-4134,592,6884,8051.700193126915,58,59,-50,96.66954018717578
818,-4114,614,6888,8046.523224349757,57,64,-40,94.57801012920498
819,-4120,674,6878,8045.841161743127,58,72,-44,102.39140588936165
820,-4126,594,6926,8083.6989058227555,59,87,-52,117.27744881263405
821,-4108,608,6928,8077.283701839375,53,84,-67,119.80818002123227
822,-4120,574,7020,8159.918872145728,41,110,-66,134.67367968537877
823,-4188,624,6870,8070.04460954213,47,125,-59,145.99657530229945
824,-4196,564,6912,8105.569443290213,34,115,-59,133.6487934850143
825,-4198,610,6894,8094.599434190675,38,113,-58,132.57827876390613
826,-4122,658,6876,8043.831425384299,35,93,-57,114.55566332573872
827,-4122,624,6900,8061.653676510793,31,103,-65,125.67816039392046
828,-4144,594,6930,8096.324598235918,27,101,-78,130.43772460450236
829,-4176,588,6944,8124.275721564353,30,118,-82,146.7923703739401
830,-4212,554,6894,8097.845145469257,25,104,-70,127.83192089615177
831,-4216,574,6862,8074.1052755088585,31,105,-70,129.94614268996213
832,-4134,572,6840,8012.6612308271215,35,83,-60,108.23123393919151
833,-4168,618,6872,8060.926249507558,27,90,-75,120.22478945708326
834,-4160,628,6950,8124.191282829325,10,109,-83,137.36811857195977
835,-4210,614,6886,8094.324678439825,14,112,-92,145.61593319413916
836,-4238,550,6880,8099.2310746144285,14,123,-79,146.8536686637416
837,-4246,508,6836,8063.341490970105,23,105,-73,129.93459893346343
838,-4200,588,6900,8099.119952192336,15,102,-59,118.78552100319298
839,-4206,676,6836,8054.707195174757,23,88,-73,116.62761251093157
840,-4274,580,6828,8076.203315915221,-6,82,-86,118.97898974188679
841,-4268,550,6920,8148.90937487956,-4,78,-83,113.96929411029971
842,-4252,582,6822,8059.64713867797,18,71,-70,101.31633629380802
843,-4286,584,6852,8103.1324807138635,12,48,-71,86.53900854527973
844,-4250,562,6848,8079.1984750964,23,36,-63,76.11832893594027
845,-4204,618,6836,8049.002174182834,26,25,-62,71.72865536171719
846,-4208,586,6902,8104.829671251579,21,50,-75,92.5526876973327
847,-4226,580,6874,8089.953769954436,22,64,-78,103.26664514740469
848,-4294,516,6830,8084.156851521376,31,79,-74,112.59662517144994
849,-4286,512,6786,8042.495632575749,38,77,-72,112.0580206857144
850,-4282,582,6878,8122.877076504359,28,71,-53,92.91931984253868
851,-4262,554,6838,8076.497012938222,32,53,-49,78.95568377260753
852,-4260,598,6792,8039.6808394363525,27,54,-58,83.71977066380438
853,-4286,582,6812,8069.192276801935,29,47,-64,84.53401682163222
854,-4256,564,6834,8070.637397380706,17,31,-59,68.78226515607058
855,-4272,576,6788,8041.0636112395,17,28,-63,71.00704190430693
856,-4252,544,6812,8048.526821723341,7,-1,-53,53.4696175411794
